,Contig,count,Depth avg,std,min,25%,Depth median,75%,max,count_nonzero,count_unique,count_unique_nonzero,sample,dataset,ncbi,region,id,distribution,genome_size,weighted_dist,readshare,expected_average_coverage,simulation_error,readsGB
226,NC_014328.1.region004,22089.0,2.8163791932636157,5.239739780089093,0.0,1.0,2.0,3.0,126.0,20073,22066,20050,sample_1,0_2GB,NC_014328_1,region004,Genome1,0.1071690597107169,4630065,496199.71244950045,30012077.522102453,6.481999177571471,0.03,0.2
161,NC_014328.1.region005,21571.0,4.228084001668908,7.087138365645453,0.0,2.0,3.0,5.0,154.0,21010,21570,21009,sample_3,0_2GB,NC_014328_1,region005,Genome1,0.1671582227,4630065,773953.4363854754,49139411.69477098,10.613114868748276,0.03,0.2
177,NC_014328.1.region005,21571.0,3.515970515970516,5.714945749657233,0.0,2.0,3.0,4.0,120.0,20217,21570,20216,sample_0,0_2GB,NC_014328_1,region005,Genome1,0.1427720113857227,4630065,661043.6928966362,40117652.4143484,8.664598102693677,0.03,0.2
193,NC_014328.1.region005,21571.0,4.863659542904826,9.11134956524718,0.0,3.0,4.0,5.0,205.0,21192,21570,21191,sample_2,0_2GB,NC_014328_1,region005,Genome1,0.2041241841795875,4630065,945108.2408234618,52561757.55930402,11.352272065144662,0.03,0.2
209,NC_014328.1.region005,21571.0,8.169162301237773,12.951637380555296,0.0,5.0,7.0,9.0,306.0,21549,21570,21548,sample_4,0_2GB,NC_014328_1,region005,Genome1,0.3052909686,4630065,1413517.028530959,79360717.88138433,17.14030318826719,0.03,0.2
225,NC_014328.1.region005,21571.0,2.6874507440545177,5.342210360883922,0.0,1.0,2.0,3.0,126.0,19065,21570,19064,sample_1,0_2GB,NC_014328_1,region005,Genome1,0.1071690597107169,4630065,496199.71244950045,30012077.522102453,6.481999177571471,0.03,0.2
171,NZ_CP020566.1.region001,21701.0,15.760932675913551,4.807404612849265,4.0,12.0,15.0,18.0,45.0,21701,21701,21701,sample_3,0_2GB,NZ_CP020566_1,region001,Genome2,0.303454369,2071952,628742.886758288,39919786.01046767,19.266752323638613,0.03,0.2
187,NZ_CP020566.1.region001,21701.0,16.991290723929772,5.041968353960825,4.0,14.0,16.0,20.0,41.0,21701,21701,21701,sample_0,0_2GB,NZ_CP020566_1,region001,Genome2,0.3259798834674019,2071952,675414.6715100503,40989803.42503376,19.783181958382123,0.03,0.2
203,NZ_CP020566.1.region001,21701.0,11.08285332473158,4.3597606460011855,0.0,8.0,10.0,13.0,37.0,21700,21701,21700,sample_2,0_2GB,NZ_CP020566_1,region001,Genome2,0.2093843488790615,2071952,433834.3204286692,24127495.01729988,11.644813691292017,0.03,0.2
219,NZ_CP020566.1.region001,21701.0,9.0621169531358,3.816736526386702,1.0,6.0,9.0,11.0,37.0,21701,21701,21701,sample_4,0_2GB,NZ_CP020566_1,region001,Genome2,0.1565927556,2071952,324452.6731509312,18216120.88150949,8.791767802299228,0.03,0.2
235,NZ_CP020566.1.region001,21701.0,13.150315653656511,4.584232998164567,2.0,10.0,13.0,15.0,47.0,21701,21701,21701,sample_1,0_2GB,NZ_CP020566_1,region001,Genome2,0.256929741125693,2071952,532346.0909848618,32198350.2818976,15.540104346962476,0.03,0.2
170,NZ_CP053893.1.region001,21541.0,2.755443108490785,1.7263278136878388,0.0,1.0,3.0,4.0,27.0,19996,21538,19993,sample_3,0_2GB,NZ_CP053893_1,region001,Genome3,0.1655945985,5984367,990978.8506416494,62918665.94702652,10.513838129751488,0.03,0.2
186,NZ_CP053893.1.region001,21541.0,3.794809897404949,2.002471311438611,0.0,2.0,4.0,5.0,17.0,21017,21538,21014,sample_0,0_2GB,NZ_CP053893_1,region001,Genome3,0.218619331978138,5984367,1308298.3158520136,79398468.89642043,13.267647003671472,0.03,0.2
202,NZ_CP053893.1.region001,21541.0,4.391950234436655,2.030338192056781,0.0,3.0,4.0,6.0,16.0,21312,21538,21309,sample_2,0_2GB,NZ_CP053893_1,region001,Genome3,0.2555441281744456,5984367,1529269.8476909224,85049635.06301557,14.21196846099438,0.03,0.2
218,NZ_CP053893.1.region001,21541.0,3.36530337495938,1.9310831333462035,0.0,2.0,3.0,5.0,16.0,20631,21538,20628,sample_4,0_2GB,NZ_CP053893_1,region001,Genome3,0.1808401188,5984367,1082213.6392227996,60759969.33620652,10.153115498465672,0.03,0.2
234,NZ_CP053893.1.region001,21541.0,4.288937375237919,2.171859933315317,0.0,3.0,4.0,6.0,25.0,21156,21538,21153,sample_1,0_2GB,NZ_CP053893_1,region001,Genome3,0.2446251127244625,5984367,1463926.4519595534,88543933.13929608,14.795872836558331,0.03,0.2
165,NZ_CP053893.1.region002,19846.0,15.772951728307971,33.595729821762426,0.0,2.0,3.0,6.0,241.0,18713,19844,18713,sample_3,0_2GB,NZ_CP053893_1,region002,Genome3,0.1655945985,5984367,990978.8506416494,62918665.94702652,10.513838129751488,0.03,0.2
181,NZ_CP053893.1.region002,19846.0,19.093923208707043,35.81398776573879,0.0,3.0,4.0,8.0,250.0,19394,19844,19392,sample_0,0_2GB,NZ_CP053893_1,region002,Genome3,0.218619331978138,5984367,1308298.3158520136,79398468.89642043,13.267647003671472,0.03,0.2
197,NZ_CP053893.1.region002,19846.0,21.675249420538144,38.504831122587895,0.0,3.0,5.0,9.0,262.0,19563,19844,19561,sample_2,0_2GB,NZ_CP053893_1,region002,Genome3,0.2555441281744456,5984367,1529269.8476909224,85049635.06301557,14.21196846099438,0.03,0.2
213,NZ_CP053893.1.region002,19846.0,17.075934697168194,34.76952048664082,0.0,2.0,3.0,7.0,255.0,19068,19844,19066,sample_4,0_2GB,NZ_CP053893_1,region002,Genome3,0.1808401188,5984367,1082213.6392227996,60759969.33620652,10.153115498465672,0.03,0.2
229,NZ_CP053893.1.region002,19846.0,20.0426282374282,36.09558845616851,0.0,3.0,5.0,8.0,250.0,19569,19844,19567,sample_1,0_2GB,NZ_CP053893_1,region002,Genome3,0.2446251127244625,5984367,1463926.4519595534,88543933.13929608,14.795872836558331,0.03,0.2
169,NZ_CP053893.1.region003,20374.0,2.9574457642092864,3.396694029959785,0.0,1.0,3.0,4.0,96.0,18666,20341,18633,sample_3,0_2GB,NZ_CP053893_1,region003,Genome3,0.1655945985,5984367,990978.8506416494,62918665.94702652,10.513838129751488,0.03,0.2
185,NZ_CP053893.1.region003,20374.0,4.147099244134681,4.189002481953368,0.0,2.0,4.0,5.0,125.0,19826,20341,19793,sample_0,0_2GB,NZ_CP053893_1,region003,Genome3,0.218619331978138,5984367,1308298.3158520136,79398468.89642043,13.267647003671472,0.03,0.2
201,NZ_CP053893.1.region003,20374.0,4.555413762638657,4.799626829550318,0.0,3.0,4.0,6.0,146.0,20056,20341,20023,sample_2,0_2GB,NZ_CP053893_1,region003,Genome3,0.2555441281744456,5984367,1529269.8476909224,85049635.06301557,14.21196846099438,0.03,0.2
217,NZ_CP053893.1.region003,20374.0,3.37763816629037,3.320599433724873,0.0,2.0,3.0,4.0,86.0,19420,20341,19387,sample_4,0_2GB,NZ_CP053893_1,region003,Genome3,0.1808401188,5984367,1082213.6392227996,60759969.33620652,10.153115498465672,0.03,0.2
233,NZ_CP053893.1.region003,20374.0,4.359477765779916,4.513776774586382,0.0,3.0,4.0,5.0,136.0,19873,20341,19840,sample_1,0_2GB,NZ_CP053893_1,region003,Genome3,0.2446251127244625,5984367,1463926.4519595534,88543933.13929608,14.795872836558331,0.03,0.2
167,NZ_CP053893.1.region004,19578.0,2.964654203698029,2.0944098508729323,0.0,1.0,3.0,4.0,14.0,17813,19578,17813,sample_3,0_2GB,NZ_CP053893_1,region004,Genome3,0.1655945985,5984367,990978.8506416494,62918665.94702652,10.513838129751488,0.03,0.2
183,NZ_CP053893.1.region004,19578.0,4.030953110634385,2.274124525304112,0.0,2.0,4.0,5.0,20.0,19042,19578,19042,sample_0,0_2GB,NZ_CP053893_1,region004,Genome3,0.218619331978138,5984367,1308298.3158520136,79398468.89642043,13.267647003671472,0.03,0.2
199,NZ_CP053893.1.region004,19578.0,4.695780978649505,2.380945364335963,0.0,3.0,4.0,6.0,17.0,19328,19578,19328,sample_2,0_2GB,NZ_CP053893_1,region004,Genome3,0.2555441281744456,5984367,1529269.8476909224,85049635.06301557,14.21196846099438,0.03,0.2
215,NZ_CP053893.1.region004,19578.0,3.235928082541629,1.9671050772073528,0.0,2.0,3.0,4.0,15.0,18764,19578,18764,sample_4,0_2GB,NZ_CP053893_1,region004,Genome3,0.1808401188,5984367,1082213.6392227996,60759969.33620652,10.153115498465672,0.03,0.2
231,NZ_CP053893.1.region004,19578.0,4.993002349576055,2.626792315159165,0.0,3.0,5.0,6.0,21.0,19412,19578,19412,sample_1,0_2GB,NZ_CP053893_1,region004,Genome3,0.2446251127244625,5984367,1463926.4519595534,88543933.13929608,14.795872836558331,0.03,0.2
166,NZ_CP053893.1.region005,66020.0,2.732990003029385,1.6843632159935336,0.0,2.0,3.0,4.0,15.0,61388,65902,61270,sample_3,0_2GB,NZ_CP053893_1,region005,Genome3,0.1655945985,5984367,990978.8506416494,62918665.94702652,10.513838129751488,0.03,0.2
182,NZ_CP053893.1.region005,66020.0,3.7835201454104816,1.9851539671187493,0.0,2.0,4.0,5.0,24.0,64461,65902,64343,sample_0,0_2GB,NZ_CP053893_1,region005,Genome3,0.218619331978138,5984367,1308298.3158520136,79398468.89642043,13.267647003671472,0.03,0.2
198,NZ_CP053893.1.region005,66020.0,4.380960315056043,2.2706743886598364,0.0,3.0,4.0,6.0,26.0,64909,65902,64791,sample_2,0_2GB,NZ_CP053893_1,region005,Genome3,0.2555441281744456,5984367,1529269.8476909224,85049635.06301557,14.21196846099438,0.03,0.2
214,NZ_CP053893.1.region005,66020.0,3.1497273553468648,1.8670374943127075,0.0,2.0,3.0,4.0,15.0,62756,65902,62655,sample_4,0_2GB,NZ_CP053893_1,region005,Genome3,0.1808401188,5984367,1082213.6392227996,60759969.33620652,10.153115498465672,0.03,0.2
230,NZ_CP053893.1.region005,66020.0,4.092093305059073,2.131878242562376,0.0,3.0,4.0,5.0,25.0,64814,65902,64696,sample_1,0_2GB,NZ_CP053893_1,region005,Genome3,0.2446251127244625,5984367,1463926.4519595534,88543933.13929608,14.795872836558331,0.03,0.2
168,NZ_CP053893.1.region006,20740.0,3.578351012536162,2.409094422671331,0.0,2.0,3.0,5.0,15.0,19753,20740,19753,sample_3,0_2GB,NZ_CP053893_1,region006,Genome3,0.1655945985,5984367,990978.8506416494,62918665.94702652,10.513838129751488,0.03,0.2
184,NZ_CP053893.1.region006,20740.0,4.3988428158148505,2.562688849044425,0.0,2.0,4.0,6.0,16.0,20261,20740,20261,sample_0,0_2GB,NZ_CP053893_1,region006,Genome3,0.218619331978138,5984367,1308298.3158520136,79398468.89642043,13.267647003671472,0.03,0.2
200,NZ_CP053893.1.region006,20740.0,5.447589199614272,3.162232140516564,0.0,3.0,5.0,7.0,22.0,20420,20740,20420,sample_2,0_2GB,NZ_CP053893_1,region006,Genome3,0.2555441281744456,5984367,1529269.8476909224,85049635.06301557,14.21196846099438,0.03,0.2
216,NZ_CP053893.1.region006,20740.0,3.5704918032786885,2.2729501058096853,0.0,2.0,3.0,5.0,15.0,19989,20740,19989,sample_4,0_2GB,NZ_CP053893_1,region006,Genome3,0.1808401188,5984367,1082213.6392227996,60759969.33620652,10.153115498465672,0.03,0.2
232,NZ_CP053893.1.region006,20740.0,4.989199614271938,2.8388206327907417,0.0,3.0,5.0,7.0,17.0,20417,20740,20417,sample_1,0_2GB,NZ_CP053893_1,region006,Genome3,0.2446251127244625,5984367,1463926.4519595534,88543933.13929608,14.795872836558331,0.03,0.2
175,NZ_LT906445.1.region001,21700.0,9.042119815668205,5.845198387209234,0.0,6.0,8.0,10.0,45.0,21696,21700,21696,sample_3,0_2GB,NZ_LT906445_1,region001,Genome4,0.1513400897,2132142,322678.56153313746,20487323.829590145,9.60879895878893,0.03,0.2
191,NZ_LT906445.1.region001,21700.0,8.860092165898617,6.334840280802813,0.0,5.0,7.0,10.0,41.0,21668,21700,21668,sample_0,0_2GB,NZ_LT906445_1,region001,Genome4,0.1387160781861283,2132142,295762.37637592794,17949331.247225855,8.418450200420917,0.03,0.2
207,NZ_LT906445.1.region001,21700.0,7.875299539170506,4.726613061524132,0.0,5.0,7.0,9.0,37.0,21684,21700,21684,sample_2,0_2GB,NZ_LT906445_1,region001,Genome4,0.1365972244863403,2132142,291244.6794107546,16197438.101150546,7.596791443135845,0.03,0.2
223,NZ_LT906445.1.region001,21700.0,7.721290322580645,4.076124586348962,0.0,5.0,7.0,9.0,37.0,21658,21700,21658,sample_4,0_2GB,NZ_LT906445_1,region001,Genome4,0.1405702385,2132142,299715.709455867,16827284.979697756,7.892197133069822,0.03,0.2
239,NZ_LT906445.1.region001,21700.0,9.684239631336403,4.972241532646808,0.0,7.0,9.0,11.0,47.0,21693,21700,21693,sample_1,0_2GB,NZ_LT906445_1,region001,Genome4,0.170460239817046,2132142,363445.4366439961,21982585.53147408,10.310094511282117,0.03,0.2
174,NZ_LT906470.1.region001,26313.0,11.027020864211606,4.252517846293766,1.0,8.0,10.0,13.0,44.0,26313,26313,26313,sample_3,0_2GB,NZ_LT906470_1,region001,Genome5,0.2124527201,2041290,433677.613012929,27534812.51814469,13.488927353852066,0.03,0.2
190,NZ_LT906470.1.region001,26313.0,9.02876904951925,4.035714032951137,0.0,7.0,9.0,11.0,43.0,26299,26313,26299,sample_0,0_2GB,NZ_LT906470_1,region001,Genome5,0.1739126949826087,2041290,355006.2451410493,21544744.016971543,10.55447487469764,0.03,0.2
206,NZ_LT906470.1.region001,26313.0,9.81663056283966,3.832401360103536,0.0,7.0,9.0,12.0,41.0,26312,26313,26312,sample_2,0_2GB,NZ_LT906470_1,region001,Genome5,0.1943501142805649,2041290,396724.9447797743,22063674.25923001,10.80869168968153,0.03,0.2
222,NZ_LT906470.1.region001,26313.0,11.394633831186106,3.7388433527001097,1.0,9.0,11.0,13.0,42.0,26313,26313,26313,sample_4,0_2GB,NZ_LT906470_1,region001,Genome5,0.2167059185,2041290,442359.624374865,24835906.92120191,12.16677048395961,0.03,0.2
238,NZ_LT906470.1.region001,26313.0,11.098316421540684,4.319206328030687,1.0,8.0,11.0,13.0,46.0,26313,26313,26313,sample_1,0_2GB,NZ_LT906470_1,region001,Genome5,0.2208158466220816,2041290,450749.17955118895,27263053.525229786,13.355796347030449,0.03,0.2
172,NZ_LT906470.1.region002,32244.0,11.031602778811562,5.617761731162067,0.0,8.0,10.0,13.0,75.0,32241,32242,32239,sample_3,0_2GB,NZ_LT906470_1,region002,Genome5,0.2124527201,2041290,433677.613012929,27534812.51814469,13.488927353852066,0.03,0.2
188,NZ_LT906470.1.region002,32244.0,8.983252698176404,4.895315606967804,0.0,6.0,8.0,11.0,70.0,32242,32242,32240,sample_0,0_2GB,NZ_LT906470_1,region002,Genome5,0.1739126949826087,2041290,355006.2451410493,21544744.016971543,10.55447487469764,0.03,0.2
204,NZ_LT906470.1.region002,32244.0,10.435119712194515,4.523175410112563,0.0,8.0,10.0,12.0,54.0,32241,32242,32239,sample_2,0_2GB,NZ_LT906470_1,region002,Genome5,0.1943501142805649,2041290,396724.9447797743,22063674.25923001,10.80869168968153,0.03,0.2
220,NZ_LT906470.1.region002,32244.0,11.381373278749535,4.547301775865236,1.0,9.0,11.0,13.0,64.0,32244,32242,32242,sample_4,0_2GB,NZ_LT906470_1,region002,Genome5,0.2167059185,2041290,442359.624374865,24835906.92120191,12.16677048395961,0.03,0.2
236,NZ_LT906470.1.region002,32244.0,11.59694826944548,5.457217419313359,1.0,9.0,11.0,13.0,80.0,32244,32242,32242,sample_1,0_2GB,NZ_LT906470_1,region002,Genome5,0.2208158466220816,2041290,450749.17955118895,27263053.525229786,13.355796347030449,0.03,0.2
173,NZ_LT906470.1.region003,21755.0,11.196644449551828,3.907797518955068,1.0,9.0,11.0,13.0,45.0,21755,21739,21739,sample_3,0_2GB,NZ_LT906470_1,region003,Genome5,0.2124527201,2041290,433677.613012929,27534812.51814469,13.488927353852066,0.03,0.2
189,NZ_LT906470.1.region003,21755.0,9.000275798666973,3.672163440180625,1.0,7.0,9.0,11.0,39.0,21755,21739,21739,sample_0,0_2GB,NZ_LT906470_1,region003,Genome5,0.1739126949826087,2041290,355006.2451410493,21544744.016971543,10.55447487469764,0.03,0.2
205,NZ_LT906470.1.region003,21755.0,9.78584233509538,3.605635671822738,1.0,7.0,9.0,12.0,44.0,21755,21739,21739,sample_2,0_2GB,NZ_LT906470_1,region003,Genome5,0.1943501142805649,2041290,396724.9447797743,22063674.25923001,10.80869168968153,0.03,0.2
221,NZ_LT906470.1.region003,21755.0,10.864031257182257,3.7289682012149648,0.0,8.0,11.0,13.0,42.0,21753,21739,21737,sample_4,0_2GB,NZ_LT906470_1,region003,Genome5,0.2167059185,2041290,442359.624374865,24835906.92120191,12.16677048395961,0.03,0.2
237,NZ_LT906470.1.region003,21755.0,11.093863479659849,3.902545066076892,2.0,9.0,11.0,13.0,47.0,21755,21739,21739,sample_1,0_2GB,NZ_LT906470_1,region003,Genome5,0.2208158466220816,2041290,450749.17955118895,27263053.525229786,13.355796347030449,0.03,0.2
324,NC_014328.1.region001,18132.0,5.810390469887492,3.846225999483999,0.0,4.0,5.0,7.0,174.0,18065,18086,18019,sample_3,0_3GB,NC_014328_1,region001,Genome1,0.1671582227,4630065,773953.4363854754,73709117.54215647,15.919672303122413,0.03,0.3
340,NC_014328.1.region001,18132.0,4.906574012795058,3.553461440950899,0.0,3.0,5.0,6.0,191.0,18064,18086,18018,sample_0,0_3GB,NC_014328_1,region001,Genome1,0.1427720113857227,4630065,661043.6928966362,60176478.6215226,12.996897154040516,0.03,0.3
356,NC_014328.1.region001,18132.0,7.135561438341054,4.418129863411175,0.0,5.0,7.0,9.0,253.0,18109,18086,18063,sample_2,0_3GB,NC_014328_1,region001,Genome1,0.2041241841795875,4630065,945108.2408234618,78842636.33895603,17.028408097716994,0.03,0.3
372,NC_014328.1.region001,18132.0,10.56496801235385,6.269077519704899,0.0,8.0,10.0,12.0,364.0,18129,18086,18083,sample_4,0_3GB,NC_014328_1,region001,Genome1,0.3052909686,4630065,1413517.028530959,119041076.82207648,25.710454782400785,0.03,0.3
388,NC_014328.1.region001,18132.0,3.75286785793073,2.862113525384226,0.0,2.0,3.0,5.0,148.0,17618,18086,17572,sample_1,0_3GB,NC_014328_1,region001,Genome1,0.1071690597107169,4630065,496199.71244950045,45018116.28315368,9.722998766357208,0.03,0.3
323,NC_014328.1.region002,19021.0,5.71284369906945,3.031152244051908,0.0,4.0,5.0,7.0,31.0,18965,19019,18963,sample_3,0_3GB,NC_014328_1,region002,Genome1,0.1671582227,4630065,773953.4363854754,73709117.54215647,15.919672303122413,0.03,0.3
339,NC_014328.1.region002,19021.0,5.035381946269912,2.5981590581786,0.0,3.0,5.0,6.0,25.0,18877,19019,18875,sample_0,0_3GB,NC_014328_1,region002,Genome1,0.1427720113857227,4630065,661043.6928966362,60176478.6215226,12.996897154040516,0.03,0.3
355,NC_014328.1.region002,19021.0,6.831870038378634,3.264733008752933,0.0,5.0,6.0,9.0,27.0,18935,19019,18933,sample_2,0_3GB,NC_014328_1,region002,Genome1,0.2041241841795875,4630065,945108.2408234618,78842636.33895603,17.028408097716994,0.03,0.3
371,NC_014328.1.region002,19021.0,10.208611534619632,4.283513435460307,1.0,7.0,10.0,12.0,41.0,19021,19019,19019,sample_4,0_3GB,NC_014328_1,region002,Genome1,0.3052909686,4630065,1413517.028530959,119041076.82207648,25.710454782400785,0.03,0.3
387,NC_014328.1.region002,19021.0,3.914883549760791,2.3442570996963443,0.0,2.0,4.0,5.0,21.0,18408,19019,18406,sample_1,0_3GB,NC_014328_1,region002,Genome1,0.1071690597107169,4630065,496199.71244950045,45018116.28315368,9.722998766357208,0.03,0.3
320,NC_014328.1.region003,20732.0,6.181217441636118,3.13974496733105,0.0,4.0,6.0,8.0,31.0,20671,20725,20664,sample_3,0_3GB,NC_014328_1,region003,Genome1,0.1671582227,4630065,773953.4363854754,73709117.54215647,15.919672303122413,0.03,0.3
336,NC_014328.1.region003,20732.0,5.247395330889447,2.74207704312574,0.0,3.0,5.0,7.0,25.0,20597,20725,20590,sample_0,0_3GB,NC_014328_1,region003,Genome1,0.1427720113857227,4630065,661043.6928966362,60176478.6215226,12.996897154040516,0.03,0.3
352,NC_014328.1.region003,20732.0,7.147453212425236,3.36377025694359,0.0,5.0,7.0,9.0,32.0,20689,20725,20682,sample_2,0_3GB,NC_014328_1,region003,Genome1,0.2041241841795875,4630065,945108.2408234618,78842636.33895603,17.028408097716994,0.03,0.3
368,NC_014328.1.region003,20732.0,10.539938259695155,4.468175328211723,0.0,8.0,10.0,12.0,41.0,20730,20725,20723,sample_4,0_3GB,NC_014328_1,region003,Genome1,0.3052909686,4630065,1413517.028530959,119041076.82207648,25.710454782400785,0.03,0.3
384,NC_014328.1.region003,20732.0,3.786561836774069,2.394728103980478,0.0,2.0,3.0,5.0,24.0,20053,20725,20046,sample_1,0_3GB,NC_014328_1,region003,Genome1,0.1071690597107169,4630065,496199.71244950045,45018116.28315368,9.722998766357208,0.03,0.3
322,NC_014328.1.region004,22089.0,6.416270541898682,10.60200233331186,0.0,4.0,5.0,7.0,239.0,21957,22066,21934,sample_3,0_3GB,NC_014328_1,region004,Genome1,0.1671582227,4630065,773953.4363854754,73709117.54215647,15.919672303122413,0.03,0.3
338,NC_014328.1.region004,22089.0,5.329032550138078,8.759024402604005,0.0,3.0,4.0,6.0,178.0,21773,22066,21750,sample_0,0_3GB,NC_014328_1,region004,Genome1,0.1427720113857227,4630065,661043.6928966362,60176478.6215226,12.996897154040516,0.03,0.3
354,NC_014328.1.region004,22089.0,7.85861741138123,12.927736813836232,0.0,5.0,7.0,9.0,283.0,21987,22066,21964,sample_2,0_3GB,NC_014328_1,region004,Genome1,0.2041241841795875,4630065,945108.2408234618,78842636.33895603,17.028408097716994,0.03,0.3
370,NC_014328.1.region004,22089.0,11.364706414957672,19.1009725783065,1.0,8.0,10.0,12.0,441.0,22089,22066,22066,sample_4,0_3GB,NC_014328_1,region004,Genome1,0.3052909686,4630065,1413517.028530959,119041076.82207648,25.710454782400785,0.03,0.3
386,NC_014328.1.region004,22089.0,4.16895287247046,7.404491072475381,0.0,2.0,3.0,5.0,174.0,21531,22066,21508,sample_1,0_3GB,NC_014328_1,region004,Genome1,0.1071690597107169,4630065,496199.71244950045,45018116.28315368,9.722998766357208,0.03,0.3
321,NC_014328.1.region005,21571.0,6.3751332807936585,10.523106177819647,0.0,4.0,5.0,7.0,239.0,21475,21570,21474,sample_3,0_3GB,NC_014328_1,region005,Genome1,0.1671582227,4630065,773953.4363854754,73709117.54215647,15.919672303122413,0.03,0.3
337,NC_014328.1.region005,21571.0,5.137731213202911,8.776754713405362,0.0,3.0,4.0,6.0,178.0,21212,21570,21211,sample_0,0_3GB,NC_014328_1,region005,Genome1,0.1427720113857227,4630065,661043.6928966362,60176478.6215226,12.996897154040516,0.03,0.3
353,NC_014328.1.region005,21571.0,7.379954568633813,13.15342207924575,0.0,4.0,6.0,8.0,283.0,21542,21570,21541,sample_2,0_3GB,NC_014328_1,region005,Genome1,0.2041241841795875,4630065,945108.2408234618,78842636.33895603,17.028408097716994,0.03,0.3
369,NC_014328.1.region005,21571.0,11.903898752955357,19.30959461597815,1.0,8.0,10.0,13.0,441.0,21571,21570,21570,sample_4,0_3GB,NC_014328_1,region005,Genome1,0.3052909686,4630065,1413517.028530959,119041076.82207648,25.710454782400785,0.03,0.3
385,NC_014328.1.region005,21571.0,3.917018218905012,7.443931863342601,0.0,2.0,3.0,5.0,174.0,20792,21570,20791,sample_1,0_3GB,NC_014328_1,region005,Genome1,0.1071690597107169,4630065,496199.71244950045,45018116.28315368,9.722998766357208,0.03,0.3
331,NZ_CP020566.1.region001,21701.0,23.729275148610665,6.327653052798713,7.0,20.0,23.0,27.0,56.0,21701,21701,21701,sample_3,0_3GB,NZ_CP020566_1,region001,Genome2,0.303454369,2071952,628742.886758288,59879679.01570151,28.90012848545792,0.03,0.3
347,NZ_CP020566.1.region001,21701.0,25.379153034422377,6.262213242357095,10.0,21.0,25.0,29.0,64.0,21701,21701,21701,sample_0,0_3GB,NZ_CP020566_1,region001,Genome2,0.3259798834674019,2071952,675414.6715100503,61484705.13755063,29.67477293757318,0.03,0.3
363,NZ_CP020566.1.region001,21701.0,16.876641629418,5.632766096736839,4.0,13.0,16.0,19.0,51.0,21701,21701,21701,sample_2,0_3GB,NZ_CP020566_1,region001,Genome2,0.2093843488790615,2071952,433834.3204286692,36191242.52594981,17.467220536938026,0.03,0.3
379,NZ_CP020566.1.region001,21701.0,13.179392654716372,5.152613870224606,1.0,10.0,12.0,15.0,52.0,21701,21701,21701,sample_4,0_3GB,NZ_CP020566_1,region001,Genome2,0.1565927556,2071952,324452.6731509312,27324181.322264235,13.187651703448845,0.03,0.3
395,NZ_CP020566.1.region001,21701.0,20.91240035021428,5.954112055688484,7.0,17.0,20.0,24.0,59.0,21701,21701,21701,sample_1,0_3GB,NZ_CP020566_1,region001,Genome2,0.256929741125693,2071952,532346.0909848618,48297525.4228464,23.31015652044372,0.03,0.3
330,NZ_CP053893.1.region001,21541.0,4.241028735898984,1.9956147234796655,0.0,3.0,4.0,5.0,17.0,21324,21538,21321,sample_3,0_3GB,NZ_CP053893_1,region001,Genome3,0.1655945985,5984367,990978.8506416494,94377998.92053978,15.770757194627231,0.03,0.3
346,NZ_CP053893.1.region001,21541.0,5.763845689615152,2.468367030030697,0.0,4.0,6.0,7.0,28.0,21477,21538,21474,sample_0,0_3GB,NZ_CP053893_1,region001,Genome3,0.218619331978138,5984367,1308298.3158520136,119097703.34463066,19.90147050550721,0.03,0.3
362,NZ_CP053893.1.region001,21541.0,6.497191402441855,2.5305659768933237,0.0,5.0,6.0,8.0,23.0,21510,21538,21507,sample_2,0_3GB,NZ_CP053893_1,region001,Genome3,0.2555441281744456,5984367,1529269.8476909224,127574452.59452334,21.31795269149157,0.03,0.3
378,NZ_CP053893.1.region001,21541.0,4.872150782229237,2.2486342006951845,0.0,3.0,5.0,6.0,22.0,21470,21538,21467,sample_4,0_3GB,NZ_CP053893_1,region001,Genome3,0.1808401188,5984367,1082213.6392227996,91139954.0043098,15.22967324769851,0.03,0.3
394,NZ_CP053893.1.region001,21541.0,6.502947866858549,2.742297923651526,0.0,5.0,6.0,8.0,22.0,21529,21538,21526,sample_1,0_3GB,NZ_CP053893_1,region001,Genome3,0.2446251127244625,5984367,1463926.4519595534,132815899.70894413,22.1938092548375,0.03,0.3
325,NZ_CP053893.1.region002,19846.0,22.74080419228056,48.81756118972035,0.0,3.0,4.0,8.0,366.0,19453,19844,19451,sample_3,0_3GB,NZ_CP053893_1,region002,Genome3,0.1655945985,5984367,990978.8506416494,94377998.92053978,15.770757194627231,0.03,0.3
341,NZ_CP053893.1.region002,19846.0,28.20477678121536,53.258321108581086,0.0,4.0,6.0,10.0,365.0,19757,19844,19755,sample_0,0_3GB,NZ_CP053893_1,region002,Genome3,0.218619331978138,5984367,1308298.3158520136,119097703.34463066,19.90147050550721,0.03,0.3
357,NZ_CP053893.1.region002,19846.0,32.296180590547216,56.814906831048056,0.0,5.0,7.0,13.0,357.0,19818,19844,19816,sample_2,0_3GB,NZ_CP053893_1,region002,Genome3,0.2555441281744456,5984367,1529269.8476909224,127574452.59452334,21.31795269149157,0.03,0.3
373,NZ_CP053893.1.region002,19846.0,25.68814874533911,52.36038988061248,0.0,3.0,5.0,9.0,377.0,19663,19844,19661,sample_4,0_3GB,NZ_CP053893_1,region002,Genome3,0.1808401188,5984367,1082213.6392227996,91139954.0043098,15.22967324769851,0.03,0.3
