Contig,Breadth,Depth avg,Depth median,readsGB,type,count,std,min,25%,75%,max,count_nonzero,count_unique,count_unique_nonzero,expected_value,expected_value_int,err,AE,RAE,std_res
NZ_CP053893.1.region001,0.9998144798478736,9.560653152108364,9.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-2.2693993813455613,2.2693993813455613,0.20137713684210526,-1.196961289950075
NZ_LT906470.1.region001,1.0,10.234952341168876,10.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-1.2693993813455613,1.2693993813455613,0.11264126315789472,-0.6695260135553232
NZ_CP053893.1.region004,0.99923461577712,10.562222335699332,10.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-1.2693993813455613,1.2693993813455613,0.11264126315789472,-0.6695260135553232
NZ_CP053893.1.region003,1.0,9.770275571246446,9.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-2.2693993813455613,2.2693993813455613,0.20137713684210526,-1.196961289950075
NZ_CP053893.1.region002,0.9998489882210811,54.2375774052258,10.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-1.2693993813455613,1.2693993813455613,0.11264126315789472,-0.6695260135553232
NZ_CP053893.1.region005,0.999969715324046,9.873996789727126,10.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-1.2693993813455613,1.2693993813455613,0.11264126315789472,-0.6695260135553232
NC_014328.1.region003,0.9999518118735544,10.458917642523252,10.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-1.2693993813455613,1.2693993813455613,0.11264126315789472,-0.6695260135553232
NZ_CP053893.1.region006,1.0,11.564739884393065,10.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-1.2693993813455613,1.2693993813455613,0.11264126315789472,-0.6695260135553232
NC_014328.1.region001,1.0,8.8491626267078,9.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-2.2693993813455613,2.2693993813455613,0.20137713684210526,-1.196961289950075
NC_014328.1.region005,0.9999536844055392,10.842658638258452,9.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-2.2693993813455613,2.2693993813455613,0.20137713684210526,-1.196961289950075
NZ_LT906470.1.region002,1.0,10.30709149516489,10.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-1.2693993813455613,1.2693993813455613,0.11264126315789472,-0.6695260135553232
NZ_LT906470.1.region003,1.0,9.454374282433983,9.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-2.2693993813455613,2.2693993813455613,0.20137713684210526,-1.196961289950075
NC_014328.1.region002,1.0,9.681214221942126,9.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-2.2693993813455613,2.2693993813455613,0.20137713684210526,-1.196961289950075
NZ_LT906445.1.region001,0.9997237569060774,9.531316201528968,9.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-2.2693993813455613,2.2693993813455613,0.20137713684210526,-1.196961289950075
NZ_CP020566.1.region001,1.0,9.013028866074306,9.0,0.19,mapping_MapQ30,,,,,,,,,,11.269399381345561,11.0,-2.2693993813455613,2.2693993813455613,0.20137713684210526,-1.196961289950075
NC_014328.1.region004,0.9999547695508616,10.485706531572282,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NZ_CP053893.1.region001,1.0,10.074022540698484,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NZ_LT906470.1.region001,1.0,10.198420233167507,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NZ_CP053893.1.region004,1.0,10.66093478926421,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NZ_CP053893.1.region003,1.0,9.820927723840343,9.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-2.565962522959918,2.565962522959918,0.22185464615384612,-1.353379152515939
NZ_CP053893.1.region002,0.9999496627403603,55.631563050591495,11.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-0.5659625229599179,0.5659625229599179,0.048933456410256364,-0.2985085997264354
NZ_CP053893.1.region005,0.999984857662023,9.837141689001951,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NC_014328.1.region003,0.9999036237471088,10.242409638554216,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NZ_CP053893.1.region006,1.0,11.467148362235069,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NC_014328.1.region001,1.0,9.431467606875277,9.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-2.565962522959918,2.565962522959918,0.22185464615384612,-1.353379152515939
NC_014328.1.region005,1.0,10.482469547496642,9.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-2.565962522959918,2.565962522959918,0.22185464615384612,-1.353379152515939
NZ_LT906470.1.region002,0.9999690057029508,10.683941356972383,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NZ_LT906470.1.region003,0.9999081515499426,9.853074909291324,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NC_014328.1.region002,1.0,9.462003046058506,9.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-2.565962522959918,2.565962522959918,0.22185464615384612,-1.353379152515939
NZ_LT906445.1.region001,1.0,9.162154696132596,9.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-2.565962522959918,2.565962522959918,0.22185464615384612,-1.353379152515939
NZ_CP020566.1.region001,1.0,10.309470098061784,10.0,0.195,mapping_MapQ30,,,,,,,,,,11.565962522959918,12.0,-1.565962522959918,1.565962522959918,0.13539405128205123,-0.8259438761211872
NC_014328.1.region004,0.8721787507349948,2.4963957890369755,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_CP053893.1.region001,0.8324753026297481,2.173714413059223,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_LT906470.1.region001,0.8802643071431284,2.6961173425366693,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_CP053893.1.region004,0.8755995509745892,2.721736596736597,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_CP053893.1.region003,0.8742277140335393,2.4336754725447305,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_CP053893.1.region002,0.92474579683882,12.80082739099668,3.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,0.627494867085145,0.627494867085145,0.26448620000000006,0.3309629286573415
NZ_CP053893.1.region005,0.8499697153240461,2.3846469037269293,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NC_014328.1.region003,0.8467617579028527,2.4530503073070795,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_CP053893.1.region006,0.9015895953757226,3.1059464657797724,3.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,0.627494867085145,0.627494867085145,0.26448620000000006,0.3309629286573415
NC_014328.1.region001,0.8817761128250331,2.2114207172310385,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NC_014328.1.region005,0.8618868973183271,2.3416088989198776,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_LT906470.1.region002,0.8589759484254897,2.284513242404561,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_LT906470.1.region003,0.8675086107921929,2.1731604023292745,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NC_014328.1.region002,0.8467517462318156,2.236432425727222,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_LT906445.1.region001,0.8617863720073665,2.1246393845496314,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NZ_CP020566.1.region001,0.8719672206620321,2.450052798310454,2.0,0.04,mapping_MapQ30,,,,,,,,,,2.372505132914855,2.0,-0.372505132914855,0.372505132914855,0.15700919999999996,-0.19647234773741032
NC_014328.1.region004,0.9280835858700076,2.851795896486184,2.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,-0.9656314161435686,0.9656314161435686,0.32560735999999996,-0.5093080728691387
NZ_CP053893.1.region001,0.9280181809749084,3.0748163326503075,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_LT906470.1.region001,0.9232142179014924,2.89235325572786,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_CP053893.1.region004,0.91590978671293,2.885515320334262,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_CP053893.1.region003,0.9336569579288024,3.146841027256972,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_CP053893.1.region002,0.9294271619853016,14.3348136915078,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_CP053893.1.region005,0.9126741368867352,2.753388747863886,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NC_014328.1.region003,0.9327775636083268,2.901947615849564,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_CP053893.1.region006,0.9209537572254336,3.3366807887441814,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NC_014328.1.region001,0.9173644777434994,2.701777564256546,2.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,-0.9656314161435686,0.9656314161435686,0.32560735999999996,-0.5093080728691387
NC_014328.1.region005,0.9516465193830764,3.274735971188008,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_LT906470.1.region002,0.8728613935035954,2.777039982955756,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_LT906470.1.region003,0.9421814006888634,2.92152466367713,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NC_014328.1.region002,0.9276298513733522,2.839325142954198,3.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,0.03436858385643138,0.03436858385643138,0.01158896000000007,0.01812720352561309
NZ_LT906445.1.region001,0.873158379373849,2.219298708146586,2.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,-0.9656314161435686,0.9656314161435686,0.32560735999999996,-0.5093080728691387
NZ_CP020566.1.region001,0.9105934349247272,2.5417867435158503,2.0,0.05,mapping_MapQ30,,,,,,,,,,2.9656314161435686,3.0,-0.9656314161435686,0.9656314161435686,0.32560735999999996,-0.5093080728691387
NC_014328.1.region004,0.9999547695508616,8.890808757011037,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NZ_CP053893.1.region001,0.9999536199619684,8.292764378478664,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NZ_LT906470.1.region001,0.9998860745072724,8.518875807064186,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NZ_CP053893.1.region004,0.9997958975405654,9.100285801776051,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NZ_CP053893.1.region003,0.9995096597038344,8.374264128728415,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NZ_CP053893.1.region002,0.9998993254807208,46.89639548932743,9.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-0.7865836732737765,0.7865836732737765,0.08037367272727267,-0.4148719771207535
NZ_CP053893.1.region005,0.9998334342822532,8.042117857305124,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NC_014328.1.region003,0.999855435620663,8.5275434960721,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NZ_CP053893.1.region006,0.9998554913294798,10.25292672351496,9.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-0.7865836732737765,0.7865836732737765,0.08037367272727267,-0.4148719771207535
NC_014328.1.region001,0.999669457910974,7.960487159704618,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NC_014328.1.region005,1.0,9.355981659024591,9.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-0.7865836732737765,0.7865836732737765,0.08037367272727267,-0.4148719771207535
NZ_LT906470.1.region002,0.9995970741383584,8.791200272859756,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NZ_LT906470.1.region003,0.9999081515499426,8.27855600973683,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NC_014328.1.region002,1.0,8.54141064019747,8.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-1.7865836732737765,1.7865836732737765,0.18255437575757572,-0.9423072535155054
NZ_LT906445.1.region001,1.0,8.907228360957642,9.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-0.7865836732737765,0.7865836732737765,0.08037367272727267,-0.4148719771207535
NZ_CP020566.1.region001,1.0,8.701026656231297,9.0,0.165,mapping_MapQ30,,,,,,,,,,9.786583673273777,10.0,-0.7865836732737765,0.7865836732737765,0.08037367272727267,-0.4148719771207535
NC_014328.1.region004,1.0,12.947487448550364,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NZ_CP053893.1.region001,1.0,11.60020407216734,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NZ_LT906470.1.region001,1.0,12.72737629590248,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NZ_CP053893.1.region004,1.0,13.076997652821715,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NZ_CP053893.1.region003,1.0,12.353927625772286,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NZ_CP053893.1.region002,1.0,69.5942313500453,14.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-0.2350307974891308,0.2350307974891308,0.016510733333333364,-0.12396353363495866
NZ_CP053893.1.region005,1.0,12.12851302241066,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NC_014328.1.region003,1.0,12.413984194294526,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NZ_CP053893.1.region006,1.0,14.142678227360308,13.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-1.2350307974891308,1.2350307974891308,0.08675996666666669,-0.6513988100297105
NC_014328.1.region001,1.0,11.831368444248568,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NC_014328.1.region005,1.0,13.32180075031263,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NZ_LT906470.1.region002,1.0,13.11027770890156,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NZ_LT906470.1.region003,1.0,11.770103329506314,12.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-2.235030797489131,2.235030797489131,0.15700920000000002,-1.1788340864244624
NC_014328.1.region002,1.0,11.473924688829367,11.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-3.235030797489131,3.235030797489131,0.22725843333333337,-1.706269362819214
NZ_LT906445.1.region001,1.0,11.65147329650092,11.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-3.235030797489131,3.235030797489131,0.22725843333333337,-1.706269362819214
NZ_CP020566.1.region001,1.0,11.54274665070669,11.0,0.24,mapping_MapQ30,,,,,,,,,,14.23503079748913,14.0,-3.235030797489131,3.235030797489131,0.22725843333333337,-1.706269362819214
NC_014328.1.region004,0.9998643086525848,9.513344793268796,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_CP053893.1.region001,0.9999072399239368,8.6557818080616,8.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-2.676273098116848,2.676273098116848,0.2506748444444445,-1.4115608412130987
NZ_LT906470.1.region001,1.0,9.301181027607944,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_CP053893.1.region004,0.9999489743851412,9.717762922896362,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_CP053893.1.region003,0.9991664214965186,8.86234480051038,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_CP053893.1.region002,0.9995469646632438,51.366570982525054,10.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-0.6762730981168481,0.6762730981168481,0.06334355555555558,-0.3566902884235949
NZ_CP053893.1.region005,1.0,9.198773470623864,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NC_014328.1.region003,0.999855435620663,9.506915995951612,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_CP053893.1.region006,1.0,11.903998073217728,11.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,0.3237269018831519,0.3237269018831519,0.03032208888888886,0.17074498797115692
NC_014328.1.region001,0.999834728955487,8.4322001212188,8.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-2.676273098116848,2.676273098116848,0.2506748444444445,-1.4115608412130987
NC_014328.1.region005,1.0,10.6392015191515,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_LT906470.1.region002,0.999814034217704,9.574059148118296,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_LT906470.1.region003,0.9997703788748564,9.146072576940744,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NC_014328.1.region002,0.9998949634998162,9.347392194968224,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_LT906445.1.region001,0.9994475138121548,9.03243044039064,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NZ_CP020566.1.region001,0.9984346945352424,8.989256236455018,9.0,0.18,mapping_MapQ30,,,,,,,,,,10.676273098116848,11.0,-1.676273098116848,1.676273098116848,0.15700920000000002,-0.8841255648183467
NC_014328.1.region004,0.9528246415486906,3.634244754580841,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_CP053893.1.region001,0.972079217104958,3.5501216661100243,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_LT906470.1.region001,0.9653666502107622,3.544746469454388,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_CP053893.1.region004,0.9628533523828964,3.5335453100158984,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_CP053893.1.region003,0.9586643130332452,3.293335379264488,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_CP053893.1.region002,0.9715091110439948,18.928497409326425,4.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,0.1446791590133607,0.1446791590133607,0.03752713846153851,0.07630889222277215
NZ_CP053893.1.region005,0.9585251362810416,3.3769608694965325,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NC_014328.1.region003,0.9681476484194296,3.598924891742571,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_CP053893.1.region006,0.9589113680154142,3.733259657406942,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NC_014328.1.region001,0.9518510356985456,3.1490334529459427,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NC_014328.1.region005,0.9736464267518874,4.159071448958234,4.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,0.1446791590133607,0.1446791590133607,0.03752713846153851,0.07630889222277215
NZ_LT906470.1.region002,0.9561740639722291,3.847131280388979,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_LT906470.1.region003,0.9532491389207808,3.209953268776798,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NC_014328.1.region002,0.9735833202037708,3.174560362498652,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_LT906445.1.region001,0.9781767955801104,3.3148357337851837,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NZ_CP020566.1.region001,0.9730675383269648,3.4319171082513247,3.0,0.065,mapping_MapQ30,,,,,,,,,,3.8553208409866393,4.0,-0.8553208409866393,0.8553208409866393,0.22185464615384612,-0.4511263841719797
NC_014328.1.region004,0.8027952417567507,2.069525043664432,2.0,0.03,mapping_MapQ30,,,,,,,,,,1.7793788496861414,2.0,0.22062115031385865,0.22062115031385865,0.1239877333333333,0.11636337739431812
NZ_CP053893.1.region001,0.7642502666852187,1.74214103653356,1.0,0.03,mapping_MapQ30,,,,,,,,,,1.7793788496861414,2.0,-0.7793788496861414,0.7793788496861414,0.4380061333333333,-0.4110718990004337
NZ_LT906470.1.region001,0.7522120533171306,2.073000807754443,2.0,0.03,mapping_MapQ30,,,,,,,,,,1.7793788496861414,2.0,0.22062115031385865,0.22062115031385865,0.1239877333333333,0.11636337739431812
NZ_CP053893.1.region004,0.8074803551382794,2.0819589257503948,2.0,0.03,mapping_MapQ30,,,,,,,,,,1.7793788496861414,2.0,0.22062115031385865,0.22062115031385865,0.1239877333333333,0.11636337739431812
NZ_CP053893.1.region003,0.7529665587918015,2.012763740557437,2.0,0.03,mapping_MapQ30,,,,,,,,,,1.7793788496861414,2.0,0.22062115031385865,0.22062115031385865,0.1239877333333333,0.11636337739431812
NZ_CP053893.1.region002,0.8322259136212624,10.311135305147282,2.0,0.03,mapping_MapQ30,,,,,,,,,,1.7793788496861414,2.0,0.22062115031385865,0.22062115031385865,0.1239877333333333,0.11636337739431812
